player_name,sample_size,baseline,age,age_adj,true_sg_adj,timing_adj,sg_category_adj,course_history_adj,driving_dist_adj,driving_acc_adj,fit_other_adj,course_fit_total_adj,final_prediction,std_dev,event_name,course_name
"Trainer, Martin",150,-1.095,31,0.005,0.065,0.114,-0.021,-0.040,-0.037,-0.253,0.017,-0.273,-1.245,2.950,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Van Der Walt, Dawie",150,-1.064,39,-0.021,-0.020,-0.066,-0.026,-0.040,0.004,-0.098,0.062,-0.032,-1.268,2.852,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Hoffmann, Morgan",150,-0.961,32,-0.000,-0.017,-0.185,-0.134,-0.035,0.048,-0.076,0.039,0.011,-1.321,2.924,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Gainey, Tommy",150,-1.320,46,-0.046,-0.010,0.021,-0.036,-0.040,0.027,-0.015,0.082,0.094,-1.337,2.927,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Knous, Jim",150,-1.165,32,0.001,-0.025,-0.059,0.025,-0.040,-0.013,-0.161,0.060,-0.114,-1.377,2.879,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Van Pelt, Bo",150,-1.301,46,-0.047,0.012,-0.153,0.044,-0.040,0.026,-0.033,0.087,0.080,-1.404,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Wagner, Johnson",150,-1.223,42,-0.031,-0.028,-0.303,-0.252,0.065,0.078,0.042,0.045,0.166,-1.606,2.863,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Xiong, Norman",150,-1.508,23,0.030,0.004,0.090,0.089,-0.040,-0.078,-0.278,0.078,-0.279,-1.613,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Nesbitt, Drew",114,-1.498,27,0.019,0.009,-0.083,0.042,-0.040,-0.056,-0.143,0.077,-0.122,-1.673,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Thompson, Nicholas",150,-2.013,39,-0.022,0.000,-0.024,-0.002,-0.040,0.016,0.178,0.157,0.351,-1.751,2.891,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Blixt, Jonas",150,-1.620,38,-0.017,0.001,-0.332,0.121,-0.029,0.021,-0.026,0.092,0.087,-1.790,2.883,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Gross, Larkin",2,-4.001,-1,0.000,0.045,-0.125,0.008,-0.040,0.031,-0.042,0.252,0.241,-3.872,2.942,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Odom, Greg",34,-4.205,-1,0.000,0.000,0.131,-0.012,-0.040,0.076,-0.156,0.196,0.116,-4.010,2.921,"Wells Fargo Championship",TPC Potomac at Avenel Farm
